1	40	124
1	41	192
1	42	260
1	43	356
1	44	488
1	45	588
1	46	776
1	47	928
1	48	1080
1	49	1316
1	50	1580
2	40	200
2	41	376
2	42	684
2	43	1164
2	44	1808
2	45	2544
2	46	3480
2	47	4900
2	48	6476
2	49	8773
2	50	11541
3	40	276
3	41	828
3	42	1764
3	43	3596
3	44	6880
3	45	12361
3	46	19917
3	47	32594
3	48	48955
3	49	72365
3	50	104379
4	40	440
4	41	1904
4	42	5920
4	43	16117
4	44	37066
4	45	73689
4	46	132464
4	47	227726
4	48	357298
4	49	540910
4	50	794718
